Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
2,001973.jpg,Cement truck is trasnferring
2,001974.jpg,One concrete mixer truck is moving over dirt surface.
2,001974.jpg,A concrete mixer is traveling on a dirt road.
2,001976.jpg,A wheel loader is travelling on the construction site.
2,001976.jpg,the wheel loader is traveling empty at the site.
2,001977.jpg,One dozer is in operation.
2,001977.jpg,A bulldozer is clearing soil from a field.
2,001978.jpg,Excavator on dirt pile picking up dirt.  Dump truck in front of excavator below pile.
2,001978.jpg,An excavator is excavating the soil. A dump truck is waiting  to be loaded.
2,001979.jpg,A grader is transferring along a road
2,001979.jpg,One grader is at rest.
2,001980.jpg,the backhoe loader is pushing rocks and paving the way at the site.
2,001980.jpg,A backhoe loader is loading rocks and dumping them in a pile
2,001981.jpg,A compactor is compacting an asphalt road.
2,001981.jpg,A compactor is compacting the road.
2,001982.jpg,The wheel loader is compacting the sand. 
2,001982.jpg,the wheel loader is about to load materials
2,001983.jpg,An excavator is loading soil into a dump truck.
2,001983.jpg,the excavator is loading the dump truck with dirt from the site.
2,001984.jpg,A backhoe loader is travelling on the parking site.
2,001984.jpg,A backhoe loader is travelling out of the parking site.
2,001985.jpg,the mobile crane is currently stopped at the site
2,001985.jpg,The concrete mixing tool is moving along the road. 
2,001986.jpg,A mobile crane is dumping materials into a dump truck.
2,001986.jpg,one mobile crane is stabilized on the site and started swinging its hook while another mobile crane has just arrived.
2,001987.jpg,A tower crane is standby.
2,001987.jpg,One tower crane is lifting material using hook.
2,001988.jpg,A backhoe loader is standing on site.
2,001988.jpg,A backhoe loader is being parked on the parking site.
2,001989.jpg,A grader is maintaining a road on a construction site.
2,001989.jpg,The grader is unloading dirt. 
2,001990.jpg,A dozer is pushing the soil.
2,001990.jpg,One dozer is going backward after pushing soil.
2,001991.jpg,An excavator  is excavating the soil from the field into the dump truck.
2,001991.jpg,An excavator is dumping soil into a dump truck
2,001992.jpg,A concrete mixer truck is moving on the road.
2,001992.jpg,The concrete mixer truck is transferring concrete. 
2,001993.jpg,A wheel loader is loading itself with rocks.
2,001993.jpg,A wheel loader is about to lift a load of debris at a site.
2,001994.jpg,A compactor is compacting the ground
2,001994.jpg,A compactor is travelling at a site.
2,001995.jpg,a backhoe loader is currently out of service
2,001995.jpg,the backhoe loader has stopped on the site.
2,001996.jpg,A mobile crane is parked on a site.
2,001996.jpg,A mobile crane is travelling on the parking site.
2,001999.jpg,The wheel loader is paving the soil. 
2,001999.jpg,A wheel loader is traveling (loaded).
2,002000.jpg,A wheel loader is loading the soil form the heap.
2,002000.jpg,A wheel loader is loading soil at the construction site.
2,002001.jpg,A backhoe loader is traveling (empty) in a rural area.
2,002001.jpg,the backhoe loader is traveling on the road.
2,002002.jpg,One grader is flatening soil using blade.
2,002002.jpg,A grader is spreading dirt on a dirt road.
2,002003.jpg,A mobile crane is parking in a construction site.
2,002003.jpg,One mobile crane is moving backward at construction site.
2,002004.jpg,a wheel loader is loading its bucket with dirt
2,002004.jpg,One wheel loader is going to load loose earth material.
2,002005.jpg,The dozer is flattening the soil.
2,002005.jpg,Dozer is spreading
2,002006.jpg,One wheel loader is going to load broken gravels.
2,002006.jpg,A wheel loader is loading itself with stones.
2,002007.jpg,the tower crane is lifting materials vertically 
2,002007.jpg,A tower crane is lifting up material from the construction site.
2,002008.jpg,An excavator is dumping dirt and rocks into a dump truck.
2,002008.jpg,An excavator is excavating the soil from the field. A dump truck is waiting to be loaded.
2,002009.jpg,A grader is grading a road with gravel.
2,002009.jpg,One grader is grading road using blade.
2,002011.jpg,A wheel loader is travelling empty on a dirt road.
2,002011.jpg,One excavator is excavating soil and one wheel loader is moving over soil surface.
2,002012.jpg,the compactor is compacting the road.
2,002012.jpg,A compactor is compacting a cement road
2,002014.jpg,the compactor is flattening the road
2,002014.jpg,The compactor is compacting rocks. 
2,002015.jpg,one mobile crane is stabilized on the ground while another mobile crane is stabilized on a bridge.
2,002015.jpg,Mobile crane is being placed over a bridge by a tower crane. 
2,002016.jpg,A compactor is travelling on a road.
2,002016.jpg,A compactor is travelling at the parking the site.
2,002017.jpg,The backhoe loader is loading dirt. 
2,002017.jpg,A backhoe loader is excavating soil from a ditch.
2,002018.jpg,An excavator and two dump trucks are clearing a site.
2,002018.jpg,the excavator is swinging its loaded bucket towards a dump truck.
2,002020.jpg,the excavator is dumping dirt in a dump truck
2,002020.jpg,An excavator is excavating the soil into the dump truck.
2,002021.jpg,The mobile crane is loading dirt. 
2,002021.jpg,A mobile crane is standing still on a construction site.
2,002022.jpg,One wheel loader is carrying sand towards a dump truck and one excavator is excavating.
2,002022.jpg,A wheel loader is dumping soil into a dump truck while an excavator is excavating.
2,002023.jpg,A mobile crane is travelling on the road.
2,002023.jpg,A mobile crane is travelling on the road in the fields.
2,002024.jpg,The back how ladder is transferring loose cement. 
2,002024.jpg,A back hoe loader is parked.
2,002025.jpg,A wheel loader is being loaded by stones.
2,002025.jpg,A wheel loader  is loading concrete from a belt.
2,002027.jpg,a wheel loader is loading dirt
2,002027.jpg,The wheel loader is unloading sand. 
2,002028.jpg,A grader is travelling on the road.
2,002028.jpg,The grader is grading a roader.
2,002029.jpg,the wheel loader is loading its bucket with heavy rocks from the site
2,002029.jpg,A wheel loader is loading the rocks from the field. A dump truck is travelling on the site.
2,002030.jpg,Two compactors are compacting the gravel. 
2,002030.jpg,One compactor working in-front of another compactor on gravel. 
2,002031.jpg,An excavator is swing dirt and a dump truck is waiting to be loaded.
2,002031.jpg,The excavator is loading soil and the two dump trucks are waiting. 
2,002033.jpg,A dozer is waiting at the construction site.
2,002033.jpg,the dozer is spreading soil on the road.
2,002034.jpg,One grader is grading snow filled soil using blade.
2,002034.jpg,A grader is clearing roads by scrapping snow off it.
2,002036.jpg,a dozer is performing uniform spreading
2,002036.jpg,One dozer is levelling the surface.
2,002037.jpg,Concrete mixer truck is moving along road.
2,002037.jpg,The concrete mixer truck is mixing concrete.
2,002038.jpg,A loaded excavator is swinging towards a dump truck to dump soil. 
2,002038.jpg,An excavator is dumping rocks and dirt into a dump truck. Three dump trucks are transferring materials in a construction site.
2,002039.jpg,the wheel loader is half done loading a dump truck
2,002039.jpg,A wheel loader is dumping soil into the dump truck.
2,002040.jpg,A backhoe loader is loading soil from the field.
2,002040.jpg,A backhoe loader is loading the soil.
2,002041.jpg,A mobile crane is driving to a site.
2,002041.jpg,One mobile crane is preparing for operation.
2,002042.jpg,Excavator on dirt and rock pile is emptying load into dump truck below.  Second dump truck leaving site with full load.
2,002042.jpg,An excavator is excavating the soil. A dump truck is waiting to be loaded.
2,002043.jpg,One dozer is transferring soil.
2,002043.jpg,A dozer is spreading soil.
2,002044.jpg,the mobile crane is entering the site.
2,002044.jpg,A mobile crane is stationary on a construction site.
2,002045.jpg,An excavator is excavating the soil. A dump truck is waiting to be laoded.
2,002045.jpg,the excavator is loading its bucket with dirt from the site 
2,002046.jpg,The mobile crane is entering the road. 
2,002046.jpg,the dump truck is transferring materials
2,002047.jpg,the excavator is about to dump sand in a dump truck.
2,002047.jpg,An excavator is loading dirt on a dump truck. A dump truck is standing by while an excavator loads another dump truck.
2,002048.jpg,A backhoe loader is loading the soil from the field.
2,002048.jpg,A backhoe loader is loading soil.
2,002049.jpg,The grader is grading the soil. 
2,002049.jpg,A grader grading soil in a hilly terrain.
2,002050.jpg,the backhoe loader is stabilized at the site with its outriggers.
2,002050.jpg,A backhoe loader is loading the soil.
2,002051.jpg,An excavator is excavating a site. It is digging the dirt into the dump truck.
2,002051.jpg,An excavator is dumping soil into the dump truck.
2,002053.jpg,One backhoe loader is dumping loose earth material.
2,002053.jpg,A backhoe loader is standing in a cleared area.
2,002054.jpg,A compactor is in standby in a parking lot.
2,002054.jpg,Compactor is compacting surface.
2,002055.jpg,A backhoe loader is travelling uphill to load soil
2,002055.jpg,A backhoe loader is loading the soil.
2,002056.jpg,The compactor is compacting the cement. 
2,002056.jpg,A compactor is compacting a narrow asphalt road.
2,002057.jpg,A compactor is standing at a frozen site.
2,002057.jpg,A compactor is compacting the snow.
2,002059.jpg,Two wheel loaders are loading rocks and sand into a hoarding equipment.
2,002059.jpg,The wheel loader is transferring concrete. 
2,002060.jpg,grader grading site.
2,002060.jpg,The grader is flattening the sand. 
2,002062.jpg,The wheel loader is unloading rocks into a dump truck. 
2,002062.jpg,Wheel loader just emptied load of rock into dump truck.
2,002063.jpg,A concrete mixer truck is parked on a construction site.
2,002063.jpg,The concrete mixer truck is mixing concrete. 
2,002065.jpg,the wheel loader is dumping sand into a dump truck.
2,002065.jpg,a wheel loader is dumping its load on a dump truck
2,002066.jpg,One excavator is lifting rocks using swinging bucket for dumping into one dump truck standing nearby.
2,002066.jpg,An excavator lifting giant stone marbles to load a dump truck. 
2,002067.jpg,A dozer is collecting the soil.
2,002067.jpg,A dozer is pushing soil. An excavator is digging soil.
2,002068.jpg,two dozers are slot dozing
2,002068.jpg,The dozers are pushing the soil
2,002069.jpg,Grader is spreading
2,002069.jpg,The arader is pushing sand. 
2,002070.jpg,A compactor is compacting a dirt road.
2,002070.jpg,A compactor is compacting soil.
2,002072.jpg,A wheel loader is carrying soil in bucket.
2,002072.jpg,A wheel loader is being loaded by the soil.
2,002073.jpg,A compactor is sitting at a site.
2,002073.jpg,One compactor is compacting backfilled soil using roller.
2,002075.jpg,A grader shaping muddy road in grassy field.
2,002075.jpg,A grader is leveling a cleared path in a field.
2,002076.jpg,Wheel loader moving materials from a pile.
2,002076.jpg,the wheel loader is dumping dirt at a spot in the site.
2,002077.jpg,The grader is cutting off the plants and clearing the land.
2,002077.jpg,A grader is flatening uneven dirt road.
2,002078.jpg,Mobile crane lifting prefabricated structure.
2,002078.jpg,The mobile crane is lifting concrete beams. 
2,002079.jpg,the excavator is dumping sand on a dump truck.
2,002079.jpg,An excavator is excavating dirt in a construction site. An excavator is loading dirt into a dump truck.
2,002080.jpg,Excavator is excavating a pile of soil on the site.
2,002080.jpg,An excavator is excavating the soil from the field.
2,002081.jpg,The excavator is unloading sand into a dump truck. 
2,002081.jpg,An excavator loading a dump truck. A dump truck waiting behind an dump truck.
2,002082.jpg,the backhoe loader is stabilized on the site with its outriggers and started moving rocks with its back hoe.
2,002082.jpg,An excavator is about to carry the rocks on the ground.
2,002083.jpg,A backhoe loader is traveling along the grass. 
2,002083.jpg,A backhoe loader is travelling on the field.
2,002084.jpg,A wheel loader is loading slabs. A dump truck is travelling on the site.
2,002084.jpg,the wheel loader is moving and lifting heavy loads at the site 
2,002085.jpg,One wheel loader is transporting sand.
